modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year 
13766,Holden,2016,Trax,2016 Holden Trax LS,USED,Automatic,1.8,Front,Unleaded,7.6,110359,4,SUV,4,5,14998,Grey,Black,Edgewater,WA,7,15765.57142857143
13767,Lexus,2020,LX450D,2020 Lexus LX450D,USED,Automatic,4.5,AWD,Diesel,9.5,31813,8,SUV,4,5,126990,White,Black,Midland,WA,3,10604.333333333334
13768,Ford,2003,Falcon,2003 Ford Falcon XR8,USED,Manual,5.4,Rear,Unleaded,12.5,235952,8,Ute / Tray,2,2,20990,Blue,Black,Wangara,WA,20,11797.6
13769,Toyota,2022,Landcruiser,2022 Toyota Landcruiser LC300 GXL (4X4),USED,Automatic,3.3,4WD,Diesel,8.9,17629,6,SUV,4,7,115990,Grey,Black Fabric,Midland,WA,1,17629.0
13770,Toyota,2004,Landcruiser,2004 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,12.6,340058,4,SUV,4,8,18990,White,Black,Wangara,WA,19,17897.78947368421
13771,Jeep,2021,Wrangler,2021 Jeep Wrangler Unlimited Rubicon (4X4),USED,Automatic,3.6,4WD,Unleaded,10.3,5693,6,SUV,4,5,75990,Grey,,Osborne Park,WA,2,2846.5
13772,Ford,2018,Ranger,2018 Ford Ranger XLS 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.7,101066,5,Ute / Tray,4,5,46888,Black,Grey,Clarkson,WA,5,20213.2
13774,Hyundai,2017,Genesis,2017 Hyundai Genesis,USED,Automatic,3.8,Rear,Unleaded,11.2,170173,6,Sedan,4,5,19999,White,,Wangara,WA,6,28362.166666666668
13775,Kia,2020,Sportage,2020 Kia Sportage SX (awd),USED,Automatic,2.0,AWD,Diesel,6.4,66711,4,SUV,4,5,30990,White,Black,Edgewater,WA,3,22237.0
13776,Ford,2021,Mustang,2021 Ford Mustang Mach 1,USED,Manual,5.0,Rear,Premium,13.9,1939,8,Hatchback,2,4,114990,Grey,Black,Myaree,WA,2,969.5
13777,Holden,2014,Calais,2014 Holden Calais V,USED,Automatic,6.0,Rear,Premium,14.6,119516,8,Sedan,4,5,37870,White,Beige,Wangara,WA,9,13279.555555555555
13778,Mazda,2015,6,2015 Mazda 6 Touring,USED,Automatic,2.2,Front,Diesel,5.4,98000,4,Sedan,4,5,21999,Silver,,Wangara,WA,8,12250.0
13779,Mazda,2015,6,2015 Mazda 6,USED,Automatic,,Other,,,123041,,,,,23990,Grey,,Wangara,WA,8,15380.125
13780,Jeep,2020,Grand,2020 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3.0,4WD,Diesel,7.0,90714,6,SUV,4,5,54998,Black,Black,Edgewater,WA,3,30238.0
13781,Jeep,2008,Grand,2008 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,3.0,4WD,Diesel,16.0,171994,6,SUV,4,5,13990,Blue,Black,Wangara,WA,15,11466.266666666666
13782,Nissan,2012,Patrol,2012 Nissan Patrol ST (4X4),USED,Manual,3.0,4WD,Diesel,10.9,242525,4,SUV,4,7,27990,Black,Grey,Wangara,WA,11,22047.727272727272
13783,Nissan,2012,X-Trail,2012 Nissan X-Trail ST (fwd),USED,Automatic,2.0,Front,Unleaded,8.4,185509,4,SUV,4,5,13990,Black,Black,Wangara,WA,11,16864.454545454544
13784,Toyota,2012,Hilux,2012 Toyota Hilux SR (4X4),USED,Automatic,3.0,4WD,Diesel,9.3,174859,4,Ute / Tray,4,5,34990,White,,Wangara,WA,11,15896.272727272728
13785,Holden,2009,Commodore,2009 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,11.0,196453,6,Sedan,4,5,10990,Green,,Wangara,WA,14,14032.357142857143
13786,Toyota,2021,C-HR,2021 Toyota C-HR Koba (2WD) Hybrid,USED,Automatic,1.8,Front,Hybrid,4.3,23324,4,SUV,4,5,44880,Silver,Black,Wangara,WA,2,11662.0
13787,Mazda,2018,CX-3,2018 Mazda CX-3 Maxx (fwd),USED,Automatic,2.0,Front,Unleaded,6.1,198886,4,SUV,4,5,17999,Red,,Wangara,WA,5,39777.2
13788,Jeep,2019,Wrangler,2019 Jeep Wrangler Sport S (4X4),USED,Automatic,3.6,4WD,Unleaded,9.6,49602,6,SUV,2,4,43998,Green,Grey,Edgewater,WA,4,12400.5
13789,FPV,2010,GT,2010 FPV GT,USED,Manual,5.0,Rear,Premium,13.6,134003,8,Sedan,4,5,57957,Black,Black,Wangara,WA,13,10307.923076923076
13790,Holden,2008,Rodeo,2008 Holden Rodeo LX (4X4),USED,Manual,3.0,4WD,Diesel,8.4,314973,4,Ute / Tray,4,5,11999,White,,Wangara,WA,15,20998.2
13791,Volkswagen,2017,Tiguan,2017 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,2.0,AWD,Premium,8.1,92526,4,SUV,4,5,32990,White,,Wangara,WA,6,15421.0
13792,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,56405,4,Hatchback,4,5,23999,White,,Wangara,WA,3,18801.666666666668
13794,Nissan,2006,Navara,2006 Nissan Navara ST-R (4X4),USED,Manual,3.0,4WD,Diesel,9.6,230114,4,Ute / Tray,4,5,12990,Blue,Black,Wangara,WA,17,13536.117647058823
13795,Toyota,2019,Landcruiser,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,4WD,Diesel,10.7,131839,8,Ute / Tray,2,3,69990,White,,Wangara,WA,4,32959.75
13796,Mazda,2020,3,2020 Mazda 3 G25 Evolve,USED,Automatic,2.5,Front,Unleaded,6.5,52000,4,Sedan,4,5,31999,White,,Wangara,WA,3,17333.333333333332
13797,Holden,2016,Commodore,2016 Holden Commodore SV6 Black Pack,USED,Automatic,3.6,Rear,Unleaded,9.5,102917,6,Sedan,4,5,27870,White,Null,Wangara,WA,7,14702.42857142857
13798,Ford,2014,Ecosport,2014 Ford Ecosport Trend,USED,Manual,1.0,Front,Premium,5.7,84902,3,SUV,4,5,11990,Yellow,Black,Wangara,WA,9,9433.555555555555
13799,Holden,2016,Cruze,2016 Holden Cruze Z-Series,USED,Automatic,1.8,Front,Unleaded,7.4,98778,4,Sedan,4,5,13990,White,Black,Wangara,WA,7,14111.142857142857
13800,Kia,2014,Optima,2014 Kia Optima SI,USED,Automatic,2.4,Front,Unleaded,7.9,121371,4,Sedan,4,5,14990,Silver,Black,Geraldton,WA,9,13485.666666666666
13801,Mitsubishi,2009,Triton,2009 Mitsubishi Triton GLX-R (4X4),USED,Manual,2.5,4WD,Diesel,9.1,283598,4,Ute / Tray,4,5,13990,White,Grey,Wangara,WA,14,20257.0
13802,Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX Adas (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,89201,4,Ute / Tray,2,4,39800,White,Grey,Beresford,WA,3,29733.666666666668
13803,Mitsubishi,2014,Pajero,2014 Mitsubishi Pajero GLX-R LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,190184,4,SUV,4,7,29870,Gold,Black,Wangara,WA,9,21131.555555555555
13804,Ford,2020,Ranger,2020 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,3.2,4WD,Diesel,8.4,71920,5,Ute / Tray,4,5,52800,Silver,Black,Beresford,WA,3,23973.333333333332
13805,Holden,2017,Astra,2017 Holden Astra R,USED,Automatic,1.4,Front,Premium,5.8,80973,4,Hatchback,5,5,18985,Grey,Black,Edgewater,WA,6,13495.5
13806,Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander ES (4X2),USED,Automatic,2.0,Front,Unleaded,6.6,134215,4,SUV,4,5,18994,White,Black,Wangara,WA,8,16776.875
13807,Kia,2008,RIO,2008 Kia RIO JB LX Hatchback 5dr Man 5sp 1.4i,USED,Manual,,Front,Unleaded,,168737,,Hatchback,,,7200,Silver,,Wangara,WA,15,11249.133333333333
13808,Nissan,2013,Pulsar,2013 Nissan Pulsar ST,USED,Automatic,1.8,Front,Unleaded,6.7,125859,4,Sedan,4,5,12989,Black,Black,Wangara,WA,10,12585.9
13809,Isuzu,2023,D-MAX,2023 Isuzu D-MAX SX (4X4),USED,Automatic,3.0,4WD,Diesel,8.0,4941,4,Ute / Tray,4,5,55999,White,,Wangara,WA,0,4941.0
13810,Toyota,2022,Corolla,2022 Toyota Corolla Ascent Sport,USED,Automatic,2.0,Front,Unleaded,6.0,25252,4,Hatchback,5,5,29990,White,,Busselton,WA,1,25252.0
13811,Mazda,2022,CX-8,2022 Mazda CX-8 Sport (fwd),USED,Automatic,2.5,Front,Unleaded,8.1,26808,4,SUV,4,7,44870,Grey,Black,Wangara,WA,1,26808.0
13812,Toyota,2010,Corolla,2010 Toyota Corolla ZRE152R Conquest Hatchback 5dr Auto 4sp 1.8i,USED,Automatic,,Front,Unleaded,,236180,,Hatchback,,,11999,Blue,,Wangara,WA,13,18167.69230769231
13813,Mazda,2022,CX-9,2022 Mazda CX-9 GT SP (fwd),USED,Automatic,2.5,Front,Unleaded,8.4,11137,4,SUV,4,7,57870,White,Burgundy,Wangara,WA,1,11137.0
13814,Ford,2015,Focus,"2015 Ford Focus LW MKII Trend Hatchback 5dr PwrShift 6sp, 2.0i [MY14]",USED,Automatic,,Other,,,131977,,Hatchback,,,14990,Black,,Wangara,WA,8,16497.125
13815,Mazda,2021,CX-8,2021 Mazda CX-8 GT (fwd),USED,Automatic,2.2,Front,Diesel,5.9,25436,4,SUV,4,7,55870,Blue,Black,Wangara,WA,2,12718.0
13816,Jeep,2013,Grand,2013 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3.6,AWD,Premium,11.0,195024,6,SUV,4,5,23750,White,Black,Wangara,WA,10,19502.4
13817,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,,Other,,,210354,,,,,14990,White,,Wangara,WA,12,17529.5
13818,Toyota,2017,Hiace,2017 Toyota Hiace LWB,USED,Automatic,2.7,Rear,Unleaded,9.8,201511,4,Commercial,4,2,26990,White,,Wangara,WA,6,33585.166666666664
13819,Subaru,2014,Forester,2014 Subaru Forester 2.5I Luxury Limited Edition,USED,Automatic,2.5,AWD,Unleaded,8.1,163091,4,SUV,4,5,19870,Blue,Black,Wangara,WA,9,18121.222222222223
13820,Nissan,2015,Pathfinder,2015 Nissan Pathfinder ST (4X4),USED,Automatic,3.5,4WD,Premium,10.2,113523,6,SUV,4,7,22888,Blue,Black,Wangara,WA,8,14190.375
13821,Kia,2017,Sportage,2017 Kia Sportage GT-Line (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,59500,4,SUV,4,5,32999,Red,,Wangara,WA,6,9916.666666666666
13822,Subaru,2019,XV,2019 Subaru XV 2.0I-L,USED,Automatic,2.0,AWD,Unleaded,7.1,68964,4,SUV,4,5,29995,White,Grey,Edgewater,WA,4,17241.0
13823,Hyundai,2019,Tucson,2019 Hyundai Tucson Highlander (awd) Black INT,USED,Automatic,1.6,AWD,Unleaded,7.7,37109,4,SUV,4,5,38999,Black,,Wangara,WA,4,9277.25
13824,Holden,2017,Equinox,2017 Holden Equinox LT (fwd),USED,Automatic,2.0,Front,Premium,8.2,89693,4,SUV,4,5,22987,Grey,Black,Wangara,WA,6,14948.833333333334
13825,Kia,2021,Carnival,2021 Kia Carnival S,USED,Automatic,3.5,Front,Unleaded,9.6,31687,6,Wagon,4,8,44999,White,,Wangara,WA,2,15843.5
13826,Nissan,2014,Navara,2014 Nissan Navara ST-R (4X4),USED,Manual,2.5,4WD,Diesel,9.2,139400,4,Ute / Tray,4,5,17990,Black,Black,Wangara,WA,9,15488.888888888889
13827,Nissan,2010,Navara,2010 Nissan Navara ST (4X4),USED,Automatic,2.5,4WD,Diesel,10.5,346624,4,Ute / Tray,4,5,12990,White,Black,Wangara,WA,13,26663.384615384617
13828,Mercedes-Benz,2016,C63,2016 Mercedes-Benz C63 S,USED,Automatic,4.0,Rear,Premium,8.6,26000,8,Sedan,4,5,124990,White,Black And Red,Wangara,WA,7,3714.285714285714
13829,Ford,2010,Falcon,2010 Ford Falcon XR6,USED,Manual,4.0,Rear,Unleaded,11.7,158414,6,Ute / Tray,2,2,20990,Blue,Black,Wangara,WA,13,12185.692307692309
13830,Mini,2014,Cooper,2014 Mini Cooper R56 D Hatchback 2dr Steptronic 6sp 1.6DT,USED,Automatic,,Front,Unleaded,,92400,,Hatchback,,,18999,Yellow,,Wangara,WA,9,10266.666666666666
13831,Ford,2016,Ecosport,2016 Ford Ecosport Trend,USED,Automatic,1.5,Front,Premium,6.5,112220,4,SUV,4,5,16990,Blue,Blue,Wangara,WA,7,16031.42857142857
13832,Nissan,2016,Qashqai,2016 Nissan Qashqai ST (4X2),USED,Automatic,2.0,Front,Unleaded,6.9,74194,4,SUV,4,5,21990,Grey,Black,Wangara,WA,7,10599.142857142857
13833,Hyundai,2010,I30,2010 Hyundai I30 SLX 1.6 Crdi,USED,Manual,1.6,Front,Diesel,4.7,229732,4,Hatchback,5,5,8488,Red,,KINGSLEY,WA,13,17671.69230769231
13834,Mazda,2018,CX-3,2018 Mazda CX-3 S Touring (awd),USED,Automatic,2.0,AWD,Unleaded,6.7,97094,4,SUV,4,5,23990,Blue,Black,Wangara,WA,5,19418.8
13835,Isuzu,2022,D-MAX,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,3.0,4WD,Diesel,7.7,11550,4,Ute / Tray,4,5,69988,White,,KINGSLEY,WA,1,11550.0
13836,Nissan,2011,Dualis,2011 Nissan Dualis ST (4X2),USED,Automatic,2.0,Front,Unleaded,8.2,149632,4,SUV,4,5,13990,White,Black,Wangara,WA,12,12469.333333333334
13837,Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Automatic,3.0,4WD,Diesel,8.7,152298,4,Ute / Tray,4,5,38990,White,Grey,Wangara,WA,8,19037.25
13838,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander Aspire (4X4),USED,Automatic,2.3,AWD,Diesel,5.8,121114,4,SUV,4,7,19488,Blue,,KINGSLEY,WA,10,12111.4
13839,Nissan,2013,Pathfinder,2013 Nissan Pathfinder ST (4X4),USED,Automatic,2.5,4WD,Diesel,9.0,101472,4,SUV,4,7,24988,Silver,,KINGSLEY,WA,10,10147.2
13840,Volkswagen,2019,Amarok,2019 Volkswagen Amarok V6 TDI 580 Ultimate,USED,Automatic,3.0,4WD,Diesel,8.9,103997,6,Ute / Tray,4,5,51888,White,Black,Clarkson,WA,4,25999.25
13841,LDV,2020,T60,2020 LDV T60 Mega TUB (4X4),USED,Manual,2.8,4WD,Diesel,8.8,27529,4,Ute / Tray,4,5,28988,White,,KINGSLEY,WA,3,9176.333333333334
13842,Isuzu,2016,D-MAX,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Manual,3.0,4WD,Diesel,8.3,165110,4,Ute / Tray,4,5,40990,White,Grey,Wangara,WA,7,23587.14285714286
13843,Mitsubishi,2014,Lancer,2014 Mitsubishi Lancer Evolution MR,USED,Automatic,2.0,AWD,Premium,10.1,84393,4,Sedan,4,5,42988,White,,KINGSLEY,WA,9,9377.0
13844,Toyota,2016,Yaris,2016 Toyota Yaris Ascent,USED,Manual,1.3,Front,Unleaded,5.7,37413,4,Hatchback,5,5,17988,Yellow,,KINGSLEY,WA,7,5344.714285714285
13845,Ford,2015,Transit,2015 Ford Transit Custom 330L (lwb),USED,Manual,2.2,Front,Diesel,7.3,111033,4,Commercial,3,2,31988,Gold,,KINGSLEY,WA,8,13879.125
13846,HSV,2013,Clubsport,2013 HSV Clubsport R8,USED,Automatic,6.2,Rear,Premium,13.9,95066,8,Sedan,4,5,70990,Black,Black,Wangara,WA,10,9506.6
13847,Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,107084,4,Ute / Tray,4,5,50990,Grey,Black,Wangara,WA,8,13385.5
13848,Toyota,2021,RAV4,2021 Toyota RAV4 GXL (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,13591,4,SUV,5,5,54990,White,Black,Wangara,WA,2,6795.5
13849,Mazda,2015,2,2015 Mazda 2 NEO,USED,Automatic,1.5,Front,Unleaded,5.5,193198,4,Hatchback,5,5,12990,White,Black,Wangara,WA,8,24149.75
13850,Mitsubishi,2016,Triton,2016 Mitsubishi Triton Exceed (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,126922,4,Ute / Tray,4,5,33990,Grey,Black,Wangara,WA,7,18131.714285714286
13851,Hyundai,2014,Veloster,2014 Hyundai Veloster,USED,Manual,1.6,Front,Unleaded,6.4,137551,4,Hatchback,3,4,15985,Red,Black,Edgewater,WA,9,15283.444444444445
13852,Subaru,2007,Outback,2007 Subaru Outback 2.5I,USED,Automatic,2.5,AWD,Unleaded,9.1,273034,4,SUV,4,5,4990,Grey,,Wangara,WA,16,17064.625
13853,Mitsubishi,2019,Pajero,2019 Mitsubishi Pajero GLS LWB (4X4) 7 Seat,USED,Automatic,3.2,4WD,Diesel,9.0,73139,4,SUV,4,7,45888,White,Black,Edgewater,WA,4,18284.75
13854,Ford,2013,Territory,2013 Ford Territory TS (rwd),USED,Automatic,2.7,Rear,Diesel,8.2,160155,6,SUV,4,7,14985,White,Grey,Edgewater,WA,10,16015.5
13855,Toyota,2009,Avensis,2009 Toyota Avensis Verso GLX,USED,Automatic,2.4,Front,Unleaded,9.2,149154,4,Wagon,4,7,11998,White,Black,Edgewater,WA,14,10653.857142857143
13856,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES Adas 5 Seat (2WD),USED,Automatic,2.4,Front,Unleaded,6.8,93698,4,SUV,4,5,22000,White,Black,Edgewater,WA,5,18739.6
13857,Volkswagen,2017,Golf,2017 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.4,114054,4,Hatchback,5,5,23982,Black,Black,Edgewater,WA,6,19009.0
13858,Volkswagen,2005,Golf,2005 Volkswagen Golf GTI,USED,Manual,2.0,Front,Premium,8.1,241792,4,Hatchback,5,5,7990,Red,,Wangara,WA,18,13432.888888888889
13859,Ford,2016,Everest,2016 Ford Everest Trend (rwd),USED,Automatic,3.2,Rear,Diesel,8.5,97013,5,SUV,4,7,34991,Blue,Black,Edgewater,WA,7,13859.0
13860,Mitsubishi,2017,Eclipse,2017 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,233608,4,SUV,4,5,18888,Grey,Black,Wangara,WA,6,38934.666666666664
13861,MG,2020,MG3,2020 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,Front,Premium,6.7,35300,4,Hatchback,5,5,19999,Silver,,Wangara,WA,3,11766.666666666666
13862,Toyota,2021,Camry,2021 Toyota Camry Ascent Hybrid,USED,Automatic,2.5,Front,Hybrid,4.5,53920,4,Sedan,4,5,38990,Silver,,Busselton,WA,2,26960.0
13863,Holden,2016,Captiva,2016 Holden Captiva 5 LS (fwd),USED,Automatic,2.4,Front,Unleaded,8.8,128001,4,SUV,4,5,12990,Silver,Black,Wangara,WA,7,18285.85714285714
13864,Ford,2016,Ranger,2016 Ford Ranger XL 2.2 (4X4),USED,Automatic,2.2,4WD,Diesel,8.1,99839,4,Ute / Tray,4,5,30999,White,Grey,Wangara,WA,7,14262.714285714286
13865,Mitsubishi,2021,Eclipse,2021 Mitsubishi Eclipse Cross Aspire Phev,USED,Automatic,2.4,AWD,,1.9,18772,4,SUV,4,5,48987,White,Black,Wangara,WA,2,9386.0
13866,Suzuki,2021,Baleno,2021 Suzuki Baleno GL,USED,Automatic,1.4,Front,Unleaded,5.4,42507,4,Hatchback,4,5,18990,White,Black,Edgewater,WA,2,21253.5
13867,Subaru,2014,WRX,2014 Subaru WRX VA Premium Sedan 4dr Lineartronic 8sp AWD 2.0T [MY15],USED,Automatic,,Other,,,192089,,,,,27990,Blue,,Wangara,WA,9,21343.222222222223
13868,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4),USED,Automatic,2.4,4WD,Diesel,8.6,115010,4,Ute / Tray,4,5,39970,White,Black,Wangara,WA,4,28752.5
13869,Toyota,2018,Landcruiser,2018 Toyota Landcruiser Prado GXL (4X4),USED,Manual,2.8,4WD,Diesel,7.9,117922,4,SUV,4,7,59990,White,,Wangara,WA,5,23584.4
13870,Nissan,2020,X-Trail,2020 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,54776,4,SUV,4,5,31990,Silver,,Busselton,WA,3,18258.666666666668
13871,Ssangyong,2020,Musso,2020 Ssangyong Musso Ultimate,USED,Automatic,2.2,4WD,Diesel,8.6,70561,4,Ute / Tray,4,5,34777,Black,,Wangara,WA,3,23520.333333333332
13872,Jeep,2022,Wrangler,2022 Jeep Wrangler Unlimited Night Eagle (4X4),USED,Automatic,3.6,4WD,Unleaded,9.7,10128,6,SUV,4,5,75850,White,,Wangara,WA,1,10128.0
13873,Holden,2013,Commodore,2013 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,9.5,92095,6,Sedan,4,5,21998,Red,Black,Edgewater,WA,10,9209.5
13874,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,188940,4,SUV,4,7,48990,White,,Busselton,WA,6,31490.0
13875,Toyota,2015,RAV4,2015 Toyota RAV4 GX (2WD),USED,Automatic,2.0,Front,Unleaded,7.4,82159,4,SUV,4,5,23888,Red,Grey,Clarkson,WA,8,10269.875
13876,Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),USED,Manual,2.8,4WD,Diesel,8.1,112184,4,Ute / Tray,2,2,54990,White,,Busselton,WA,4,28046.0
13877,Suzuki,2015,Swift,2015 Suzuki Swift GL Navigator,USED,Automatic,1.4,Front,Unleaded,6.2,93770,4,Hatchback,5,5,14999,White,,Wangara,WA,8,11721.25
13878,Peugeot,2010,207,2010 Peugeot 207 XT,USED,Automatic,1.6,Front,Unleaded,7.0,146303,4,Hatchback,5,5,7888,Black,,Wangara,WA,13,11254.076923076924
13879,Toyota,2012,RAV4,2012 Toyota RAV4 Cruiser (2WD),USED,Automatic,2.4,Front,Unleaded,9.6,217255,4,SUV,4,5,15990,Black,Black,Wangara,WA,11,19750.454545454544
13880,Nissan,2015,370Z,2015 Nissan 370Z,USED,Automatic,3.7,Rear,Premium,10.4,55123,6,Coupe,2,2,37999,Black,,Wangara,WA,8,6890.375
13881,Chrysler,2012,300,2012 Chrysler 300 Limited,USED,Automatic,3.0,Rear,Diesel,7.1,175774,6,Sedan,4,5,19998,Grey,Grey,Edgewater,WA,11,15979.454545454546
13882,Jeep,2011,Grand,2011 Jeep Grand Cherokee Overland (4X4),USED,Automatic,5.7,AWD,Premium,14.1,93983,8,SUV,4,5,25999,Grey,,Wangara,WA,12,7831.916666666667
13883,Lexus,2009,RX350,2009 Lexus RX350 Sports Luxury,USED,Automatic,3.5,4WD,Premium,10.8,260000,6,SUV,4,5,13990,Grey,Black,Wangara,WA,14,18571.428571428572
13884,Holden,2011,Commodore,2011 Holden Commodore SS-V,USED,Manual,6.0,Rear,Premium,14.6,189474,8,Sedan,4,5,24999,Blue,,Wangara,WA,12,15789.5
13885,Ford,2005,Falcon,2005 Ford Falcon XR8,USED,Manual,5.4,Rear,Unleaded,12.5,177000,8,Sedan,4,5,21990,Black,Black,Wangara,WA,18,9833.333333333334
13886,Toyota,2006,Landcruiser,2006 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,3.0,4WD,Diesel,12.6,365000,4,SUV,4,8,18990,Silver,Grey,Wangara,WA,17,21470.58823529412
13887,Toyota,2014,Kluger,2014 Toyota Kluger GX (4X4),USED,Automatic,3.5,AWD,Unleaded,10.6,184455,6,SUV,4,7,25990,Silver,,Wangara,WA,9,20495.0
13888,Kia,2016,Cerato,2016 Kia Cerato S (AV),USED,Automatic,2.0,Front,Unleaded,7.1,135094,4,Hatchback,5,5,15998,Black,Black,Wangara,WA,7,19299.14285714286
13889,Jeep,2010,Wrangler,2010 Jeep Wrangler Renegade (4X4),USED,Manual,3.8,4WD,Unleaded,11.5,89456,6,SUV,2,4,22990,White,,Wangara,WA,13,6881.2307692307695
13890,Toyota,2012,FJ,2012 Toyota FJ Cruiser,USED,Automatic,4.0,4WD,Premium,11.4,379973,6,SUV,4,5,22990,White,Black,Wangara,WA,11,34543.0
13891,Nissan,2014,Navara,2014 Nissan Navara ST (4X4),USED,Manual,2.5,4WD,Diesel,9.8,172899,4,Ute / Tray,4,5,19990,White,Black,Wangara,WA,9,19211.0
13892,Mitsubishi,2011,Pajero,2011 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,216328,4,SUV,4,7,24990,White,Black,Wangara,WA,12,18027.333333333332
13893,Subaru,2020,Forester,2020 Subaru Forester 2.0E-L Hybrid (awd),USED,Automatic,2.0,AWD,Hybrid,6.7,61202,4,SUV,4,5,35998,Grey,Black,Edgewater,WA,3,20400.666666666668
13894,BMW,2013,328I,2013 BMW 328I,USED,Automatic,2.0,Rear,Premium,6.3,147926,4,Sedan,4,5,24990,Blue,Black,Wangara,WA,10,14792.6
13895,Honda,2019,Civic,2019 Honda Civic Type R,USED,Manual,2.0,Front,Premium,8.8,68602,4,Hatchback,5,4,49990,Black,,Wangara,WA,4,17150.5
13896,Toyota,2016,Kluger,2016 Toyota Kluger Grande 2WD,USED,Automatic,,Front,Unleaded,,113002,,Wagon,,,40999,Grey,Grey,Wangara,WA,7,16143.142857142857
13897,Ford,2018,Mondeo,2018 Ford Mondeo Ambiente,USED,Automatic,2.0,Front,Diesel,5.1,73078,4,Hatchback,5,5,19990,White,,Wangara,WA,5,14615.6
13898,Mazda,2015,MX-5,2015 Mazda MX-5 GT,USED,Automatic,1.5,Rear,Premium,6.4,69100,4,Convertible,2,2,29999,Red,,Wangara,WA,8,8637.5
13899,Mazda,2022,CX-5,2022 Mazda CX-5 Touring Active (awd),USED,Automatic,2.5,AWD,Unleaded,7.5,16755,4,SUV,4,5,41999,Grey,,Wangara,WA,1,16755.0
13900,Holden,2018,Colorado,2018 Holden Colorado Z71 (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,80104,4,Ute / Tray,4,5,43999,Red,,Wangara,WA,5,16020.8
13901,Land,2016,Rover,2016 Land Rover Range Rover Sport 5.0 V8 SC A/B Dynamic,USED,Automatic,5.0,AWD,Premium,13.8,117126,8,SUV,4,5,79797,White,Black And Red,Wangara,WA,7,16732.285714285714
13902,Ford,2022,Everest,2022 Ford Everest Titanium (4WD),USED,Automatic,2.0,4WD,Diesel,7.0,18145,4,SUV,4,7,68879,Blue,,Wangara,WA,1,18145.0
13903,Hyundai,2019,Accent,2019 Hyundai Accent Sport,USED,Automatic,1.6,Front,Unleaded,6.6,37610,4,Hatchback,5,5,19999,White,,Wonthella,WA,4,9402.5
13904,Isuzu,2016,D-MAX,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,3.0,4WD,Diesel,8.1,101151,4,Ute / Tray,4,5,38990,White,,Webberton,WA,7,14450.142857142857
13905,Ford,2019,Ranger,2019 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,2.0,4WD,Diesel,8.2,90533,4,Ute / Tray,4,5,63800,Blue,Black,Beresford,WA,4,22633.25
13906,Ford,2011,Falcon,2011 Ford Falcon XR6,USED,Automatic,4.0,Rear,Unleaded,9.9,129130,6,Sedan,4,5,19999,Black,,Wonthella,WA,12,10760.833333333334
